,Blocking_patent,Blocking_action,Blocked_app,Blocking_date,Final
3483,7265724,103a,13290695,2013-03-07,1
3484,7265724,103a,13590807,2013-03-07,1
3485,7265724,103a,13290695,2014-09-26,0
3486,6584825,103a,11644999,2011-06-10,0
3487,6584825,103a,11644999,2011-11-01,1
3489,5901346,102b,12561890,2011-10-27,0
3490,6640184,102b,12187816,2011-03-28,0
3491,6640184,119a,12165224,2011-01-04,0
3492,6640184,103a,12587716,2011-12-21,0
3493,5982363,103a,11490421,2011-06-20,1
3494,8255151,119,13438470,2012-10-22,0
3495,8255151,102a,13658463,2014-06-27,0
3496,6127058,103a,11702087,2011-05-27,1
3497,6127058,103a,11649390,2011-03-25,1
3499,6127058,102b,11933997,2011-11-21,0
3500,6127058,103a,11933997,2011-11-21,0
3503,6127058,103a,10539243,2011-02-11,1
3504,6127058,102b,11934021,2011-09-22,0
3505,6127058,102b,12238241,2011-11-25,0
3506,6127058,102b,13293666,2013-05-02,0
3507,6127058,103a,13293666,2013-05-02,0
3508,6127058,103a,12238040,2013-11-12,0
3514,6127058,103a,13293666,2013-10-30,1
3515,6992658,102b,12819936,2012-07-10,0
3516,6992658,103a,12819936,2012-07-10,0
3518,5894320,103,09179872,2011-07-21,1
3519,5894320,119a,11932449,2011-04-06,1
3520,5894320,103a,11932449,2011-04-06,1
3521,5894320,103a,11498686,2011-08-08,0
3522,5862140,103a,11327640,2011-10-27,0
3523,5862140,103a,11386526,2011-10-24,0
3524,5862140,103a,12188371,2012-02-01,1
3525,5732350,103a,12117299,2011-02-28,0
3526,5732350,103a,11781489,2011-02-18,0
3527,5732350,103a,12117299,2011-07-06,1
3528,5732350,103a,12117299,2012-12-19,0
3529,6049537,103a,11943172,2011-08-09,0
3532,6049537,102e,12405649,2012-04-30,0
3533,6130883,103a,11643682,2011-11-22,0
3534,6925501,103a,10975244,2011-08-18,1
3535,6925501,103a,10975244,2011-03-03,0
3536,6925501,103a,12497226,2012-02-22,0
3537,5777558,103a,12169680,2012-05-10,1
3538,6336091,103a,11619793,2011-08-16,0
3539,6336091,102b,11928665,2011-06-30,0
3540,6336091,103a,12365879,2011-07-14,0
3541,6336091,103a,11916993,2011-08-10,0
3542,6336091,103,13053005,2012-11-09,0
3543,6336091,103a,10532919,2013-11-08,0
3544,6122271,103a,10802147,2011-06-10,0
3545,7062544,103a,12477630,2011-07-21,0
3546,6885638,103a,11121685,2011-05-11,0
3547,6072987,102b,11849602,2011-03-24,0
3548,6072987,103a,11856788,2011-01-05,0
3549,6374100,103a,13022998,2013-01-23,1
3551,7170341,103a,12365853,2011-11-28,1
3552,7170341,102b,12365853,2011-08-03,0
3553,7170341,103a,12365853,2012-03-07,0
3554,7170341,103a,12365853,2012-07-12,1
3555,7113771,103a,12898895,2014-01-24,0
3556,7423997,103,11924419,2011-03-01,1
3557,6882856,103a,11399031,2011-08-22,1
3558,6882856,103a,11462201,2011-02-15,1
3559,6058106,103a,11774282,2011-01-10,1
3560,7479928,103,11944573,2011-04-12,1
3561,6178327,102,12091567,2011-07-20,0
3562,6178327,103a,12091567,2012-03-27,1
3563,6418149,103a,11278635,2011-01-19,1
3564,6418149,103a,11278635,2011-06-21,0
3565,6068946,102b,12169393,2011-05-12,0
3566,6068946,103a,12169393,2011-05-12,0
3569,6068946,103a,12695589,2012-02-16,0
3572,6068946,103a,12695589,2012-05-25,1
3575,6068946,103,12549570,2012-02-17,0
3576,6068946,103a,12549570,2012-02-17,0
3580,8107885,102e,13084154,2013-04-09,0
3581,8107885,103a,13084154,2013-04-09,0
3583,6443340,103a,11073152,2011-03-01,1
3584,6173431,103a,12039645,2012-06-13,0
3585,7162740,103a,12187211,2012-05-17,0
3591,7516471,103a,12165586,2012-05-11,0
3592,7920494,103a,12337196,2011-06-27,0
3593,8437798,103a,13576430,2014-03-14,0
3594,5956088,103a,11659022,2011-02-18,0
3596,5956088,103a,11659022,2011-06-23,0
3597,5956088,103a,11296923,2011-12-21,1
3608,5956088,103a,11253685,2011-12-22,0
3609,5956088,103a,12161570,2012-01-09,0
3610,7801527,102,12597042,2011-12-05,0
3611,7050514,103a,12922797,2012-10-18,0
3613,6701162,103a,12055898,2011-05-20,0
3614,6701162,103a,10500016,2011-03-17,1
3615,6701162,103a,12047344,2011-02-14,0
3616,6701162,103a,12047344,2011-06-28,1
3617,6701162,103a,12047344,2012-01-06,0
3618,6701162,103a,13560863,2012-10-01,0
3619,6912581,103a,11786162,2011-01-06,1
3620,6912581,103a,11734422,2011-01-13,1
3621,6912581,103a,13249312,2011-12-14,0
3622,6166787,102,12686197,2012-04-30,0
3623,6570362,103a,12742644,2013-03-15,0
3624,6639249,103a,12487704,2011-08-19,1
3626,6639249,103a,12487704,2011-03-18,0
3628,6639249,103a,12741916,2012-05-04,0
3629,6639249,103a,12741916,2012-12-12,1
3630,6639249,102,12703335,2012-08-23,1
3631,6438114,103a,11666578,2011-08-15,1
3632,6438114,103a,12685665,2012-02-02,0
3633,6438114,103a,11666578,2013-09-06,0
3634,6438114,103a,11666578,2013-02-07,1
3635,6438114,103a,12424448,2013-07-24,0
3636,8007110,103a,12508645,2012-06-06,0
3637,8007110,103a,12508645,2013-04-17,0
3639,7489928,102b,12714428,2012-09-11,0
3640,7623447,103a,12805201,2011-05-17,1
3641,7623447,103a,11795607,2011-01-20,0
3642,7623447,103a,11497703,2011-03-29,0
3643,7623447,102e,13231476,2012-06-26,0
3644,6151572,102b,12497442,2011-08-19,0
3645,6331972,112,12699846,2011-08-09,0
3646,7091911,103a,12169684,2011-05-04,0
3647,7091911,103a,12169684,2011-10-27,1
3648,7091911,103a,12169684,2012-06-14,0
3649,5920549,102b,12018983,2011-04-26,1
3650,6011510,103a,12075177,2011-03-02,0
3651,6011510,103a,12075177,2011-09-30,1
3652,6011510,103a,13544908,2012-08-27,0
3653,6011510,103a,13100523,2012-03-13,0
3654,6011510,103a,13544908,2013-03-28,1
3655,6272333,103a,11648428,2011-02-03,1
3656,6272333,103a,11479456,2012-10-15,0
3657,6272333,103a,11479456,2012-05-25,1
3658,6272333,102b,12702728,2012-07-26,0
3659,7839931,103a,12171130,2011-11-09,0
3660,7839931,119,12951732,2012-04-03,0
3662,7839931,119a,12951732,2013-02-26,0
3664,7132745,103a,12502712,2012-03-14,0
3665,7132745,103a,12502712,2012-07-05,1
3666,7132745,103a,12502712,2012-10-25,0
3667,7660353,119,12951732,2012-04-03,0
3668,7660353,119a,12951732,2013-02-26,0
3669,6151497,103a,12492522,2012-01-23,0
3670,7248842,119,12725185,2011-10-20,1
3671,7248842,102e,12725185,2011-10-20,1
3672,7248842,102e,12725185,2011-05-10,0
3673,7248842,102e,12725185,2012-08-31,0
3674,7248842,102e,12725185,2012-12-31,1
3675,7742788,103a,12986339,2012-11-01,0
3676,6009091,103a,12500178,2012-02-02,0
3677,6009091,119a,13411479,2012-12-07,0
3678,6009091,103a,12500178,2012-05-11,1
3679,7471942,102e,12187912,2011-12-23,0
3680,7471942,103a,12187912,2011-12-23,0
3684,7471942,103,12211897,2011-10-17,0
3685,5781530,103,12727704,2011-03-21,1
3686,8145251,119,13418379,2012-05-10,0
3689,8145251,119,13418375,2012-05-11,0
3692,7499700,102a,13255028,2013-01-04,0
3693,7499700,103a,13255028,2013-01-04,0
3694,7810105,103a,13289736,2013-05-30,1
3695,6671882,103a,11324158,2012-04-25,0
3696,6671882,103a,11324158,2013-01-07,1
3697,6671882,103a,11324158,2013-12-03,1
3698,7456793,103a,13452253,2012-07-23,0
3699,7456793,103a,13452253,2012-11-23,1
3700,5815804,103a,12123730,2011-10-05,1
3701,5815804,103a,11101830,2011-10-14,1
3702,5815804,103a,12123730,2011-02-04,0
3703,5815804,102b,12123595,2011-01-28,0
3704,5815804,103a,12123730,2011-06-02,0
3705,7825901,103a,12705736,2012-02-03,1
3707,6483851,103a,12173747,2011-03-18,1
3708,7436811,103a,11898562,2011-03-15,0
3709,7436811,102e,12826661,2012-07-13,0
3710,6978136,103a,11397841,2011-12-15,0
3711,6978136,103a,12019148,2011-10-21,0
3712,7042855,102e,12925070,2012-10-02,0
3713,7042855,102e,12925070,2013-02-04,1
3714,6765536,102e,11950835,2011-01-04,1
3715,6765536,103,12603354,2012-02-03,0
3716,6765536,103a,12603354,2012-09-20,1
3717,7526001,103a,11856930,2011-07-08,1
3718,7143333,103a,11795826,2011-07-20,1
3719,7143333,103a,11795826,2011-04-04,0
3720,6885874,103a,11594577,2011-06-16,0
3721,6885874,103a,11750312,2011-03-30,1
3722,6885874,103a,11841734,2011-12-23,1
3723,6885874,103a,11841734,2011-04-15,0
3724,6885874,103a,11594577,2011-11-21,1
3725,6885874,103a,11750312,2011-12-09,1
3726,6885874,103a,13149321,2012-11-13,0
3727,6885874,103a,11485161,2013-07-03,0
3728,6885874,103a,11834674,2013-09-10,0
3732,6885874,103a,11841734,2013-07-18,0
3733,6885874,103a,13149321,2013-04-16,1
3734,6885874,103a,11841734,2014-04-22,1
3735,5715282,103a,12028168,2011-05-10,0
3736,7149523,103,12704794,2011-11-14,0
3737,7656842,102e,12390535,2012-02-06,1
3738,7656842,103a,12390535,2012-02-06,1
3739,7656842,102b,12895665,2013-03-12,0
3740,5939939,103a,12042362,2012-09-12,1
3742,5939939,103a,12042362,2012-06-06,0
3744,5939939,102b,13222014,2013-10-09,0
3745,5939939,103a,12042362,2013-03-01,0
3747,6512776,103a,12832327,2012-10-23,0
3748,7110766,102b,13015799,2012-10-16,0
3749,7148917,103a,11967363,2011-10-14,0
3750,7148917,103a,12682069,2012-03-26,0
3751,6184651,103a,10353540,2011-04-08,0
3752,6184651,103c,12190528,2011-11-10,1
3753,6184651,103a,12190528,2011-02-16,0
3754,6184651,103a,12464310,2011-10-05,0
3755,7048556,102,12829481,2012-04-26,0
3756,7048556,103a,12821024,2012-03-16,0
3757,6138011,103a,10564903,2011-01-13,0
3763,6138011,103a,10564903,2011-09-20,1
3769,6214487,103a,11869065,2011-12-07,1
3771,6214487,103a,11869065,2011-06-21,0
3772,6214487,103a,11884070,2011-03-04,0
3773,6214487,103a,12688671,2012-09-28,0
3774,6214487,102,12688671,2013-04-26,1
3775,6131049,103a,13014239,2011-09-19,1
3776,6131049,103a,13014239,2011-03-28,0
3777,5781583,102e,13036677,2012-11-19,0
3778,6792293,103a,11975948,2011-07-20,0
3779,6792293,103a,11723155,2011-07-18,0
3780,6792293,103a,12183205,2011-06-29,1
3781,6792293,103,11723155,2012-09-12,0
3782,6792293,103a,11723155,2012-04-04,1
3783,5982327,103,13033035,2011-07-21,0
3785,5982327,103a,12130821,2011-02-22,0
3787,5982327,102b,11662516,2012-06-26,0
3788,5982327,102b,11662516,2013-01-15,1
3789,6978424,103a,12140001,2011-05-26,1
3790,7388544,103a,11946914,2011-02-09,1
3791,6423434,102b,12028531,2011-04-04,0
3792,6423434,103a,12028531,2011-04-04,0
3794,6423434,103a,12028531,2011-09-30,1
3796,6671849,103a,12028514,2011-05-16,1
3797,6671849,103a,12397763,2012-04-26,0
3798,6671849,112,12741685,2012-07-31,0
3799,6671849,103a,12741685,2012-07-31,0
3800,5862452,103a,11689771,2011-11-14,0
3801,5862452,103a,11689771,2012-04-13,1
3802,6188904,103a,11675318,2011-10-12,0
3803,7248645,103a,12164770,2011-11-10,1
3804,7248645,103a,12164770,2011-03-24,0
3805,6080690,103a,12742260,2012-08-02,0
3806,7486044,103a,12697708,2012-03-22,0
3807,7577441,102e,12741723,2012-08-14,0
3808,7577441,103a,12741723,2012-08-14,0
3809,7577441,103a,12741723,2013-02-05,0
3811,6978165,103a,12364819,2011-06-28,1
3812,5999826,103,10100452,2011-04-25,1
3813,5999826,103a,10944509,2011-03-03,0
3814,5999826,103a,10944509,2011-08-08,1
3815,5999826,103a,10100452,2012-06-13,0
3816,5999826,103,10100452,2012-10-25,1
3817,7231213,103a,12825725,2012-12-26,1
3818,7231213,103a,12825725,2012-09-04,0
3819,7961828,103a,11967907,2011-07-08,1
3820,7961828,103a,11967907,2011-10-05,0
3821,6088337,103a,11414269,2011-11-17,1
3822,6088337,103a,11414269,2011-03-01,0
3823,6088337,103a,13536185,2012-10-04,0
3824,6088337,103a,12820228,2013-02-28,0
3827,7181170,103a,12293287,2011-10-20,0
3828,7181170,103a,12293287,2011-05-09,0
3829,7181170,103a,12303297,2012-01-20,1
3832,7181170,103a,12293287,2012-03-26,1
3833,6112100,103a,12501298,2012-01-04,0
3834,7738530,102e,12316529,2011-01-20,0
3835,7738530,103a,12741786,2012-09-28,0
3836,7738530,103,12741786,2013-02-28,1
3837,7738530,103a,12741786,2013-02-28,1
3838,5987518,103a,12036937,2011-03-23,1
3841,5987518,103a,12036937,2011-07-29,0
3844,6104512,103,11998286,2011-01-27,1
3845,6732321,102b,13227906,2012-12-11,0
3846,6055413,103a,12901503,2012-03-28,1
3847,6107920,103a,12944099,2011-07-12,1
3848,6107920,103a,12944099,2011-02-15,0
3849,6107920,103a,11315213,2011-03-30,1
3851,6107920,102b,12095147,2011-09-01,0
3853,6107920,103a,12095147,2011-09-01,0
3856,6107920,103a,10586738,2011-06-16,0
3857,6107920,103a,10586738,2011-02-03,1
3858,6107920,103a,12095147,2012-02-24,1
3860,6107920,102b,12095147,2012-02-24,1
3861,6107920,103a,12949667,2012-01-09,0
3862,6107920,102b,12095147,2012-11-26,0
3863,6107920,103a,12095147,2012-11-26,0
3867,7272382,102e,11818767,2011-02-25,0
3868,7272382,103a,11629652,2011-02-14,0
3869,7272382,103a,11629652,2011-07-20,1
3870,6678740,102,11299241,2012-06-28,0
3871,6678740,103a,13436332,2013-02-22,0
3872,6049821,102,11347448,2011-04-14,0
3873,6049821,103a,11554115,2011-03-30,1
3874,6049821,103a,11119209,2011-03-11,0
3875,6049821,102,11347448,2011-11-07,1
3876,6049821,102e,12194479,2011-10-17,1
3877,6927728,103a,12096778,2011-04-06,0
3878,5861777,112,12360727,2011-02-02,0
3879,7272190,103a,13008523,2011-08-05,0
3880,7272190,103a,13008523,2011-12-14,1
3881,7272190,103a,11155204,2011-07-11,0
3882,7272190,103,11155204,2011-07-11,0
3887,7272190,103a,13008523,2012-08-16,0
3888,6377810,103a,11472613,2011-06-28,0
3889,6377810,119,11683343,2011-09-30,0
3890,6377810,103a,11683343,2011-09-30,0
3892,6377810,103a,12558937,2011-06-10,0
3893,6377810,119,11683343,2012-06-06,1
3894,6377810,103a,11683343,2012-06-06,1
3895,6377810,103a,13339295,2012-10-10,0
3896,7084737,103a,11869119,2012-07-05,0
3897,7133672,119,13243700,2012-01-06,0
3898,5988577,103a,13047941,2012-08-24,0
3899,8155683,119,13423406,2012-06-11,0
3900,8155683,112b,14166037,2014-07-18,0
3901,6218973,103,11959740,2011-10-07,1
3902,6218973,103a,13045657,2012-08-02,0
3904,7007064,103a,11589354,2011-12-15,1
3905,7007064,103a,11589354,2011-10-18,0
3906,5905407,103a,13143417,2013-03-25,0
3907,7287097,103a,11235769,2011-03-17,0
3908,7287097,103a,11235768,2011-03-31,0
3909,7287097,103a,12142023,2011-06-28,1
3910,7287097,103a,11235769,2011-08-18,1
3911,7287097,103a,11235768,2011-08-31,1
3912,8054894,103a,12735166,2012-08-01,0
3913,8054894,103a,12161341,2012-01-10,0
3914,8054894,103a,12735166,2013-03-12,1
3915,7738639,103a,12375563,2011-10-20,0
3916,7738639,103a,12801318,2012-04-06,0
3917,7660986,103a,11316957,2011-11-09,0
3918,7660986,103a,12184062,2012-01-12,1
3919,5745116,103a,12813151,2011-12-29,0
3920,5745116,103a,12042067,2011-01-18,0
3921,5745116,103a,12123196,2011-04-01,0
3922,5745116,102b,12653265,2011-10-17,0
3923,5745116,103a,12796476,2012-02-02,0
3924,5745116,103a,12796476,2012-09-07,0
3925,5745116,103a,12796476,2013-05-23,1
3926,7283806,103a,12162730,2011-11-02,0
3927,6463534,103,11659946,2011-07-06,0
3928,6463534,103a,11791199,2011-02-01,1
3929,6463534,103a,11734704,2011-04-14,1
3930,6463534,103a,10686954,2011-09-07,0
3931,6463534,103,10534067,2011-11-29,0
3932,6463534,103,10534067,2012-03-13,1
3933,7343171,102e,11620776,2011-10-26,0
3934,6731684,103a,11881659,2011-09-14,0
3935,6731684,103,10840510,2011-03-30,0
3936,6731684,103,10840510,2011-09-13,1
3937,7443316,103a,12687941,2011-12-22,0
3938,7443316,103a,12729130,2012-07-27,0
3939,7443316,102,12727217,2012-05-11,0
3940,7239650,103a,10486243,2011-05-04,0
3941,7239650,102e,13442150,2012-09-27,0
3942,6092041,102b,12055223,2011-09-30,0
3943,6268077,103a,11755608,2011-02-15,0
3944,6268077,103a,11668196,2011-02-16,0
3945,6268077,103a,11668196,2011-05-19,1
3946,6298135,103a,11647002,2011-08-04,1
3947,6298135,103a,11647002,2011-02-18,0
3948,6298135,102,11852644,2011-03-03,1
3949,6298135,103a,11852644,2011-03-03,1
3950,7428229,103a,13122854,2013-03-01,0
3951,5974325,102e,11558201,2011-01-18,0
3952,5974325,103a,11558189,2011-05-17,0
3956,6043707,102b,13234285,2013-02-14,0
3957,6043707,103a,13582237,2013-12-19,1
3958,6134446,103a,12745914,2012-10-31,0
3961,6615267,112,10354403,2011-11-07,1
3962,6615267,103a,12855043,2012-03-01,0
3963,6615267,103u,13025839,2012-12-10,0
3964,6615267,103a,13025839,2012-12-10,0
3965,6615267,103a,12855043,2012-07-06,1
3966,8031583,103a,13123988,2013-01-02,0
3967,6845235,103a,12244196,2012-07-03,1
3968,7581181,103a,11470583,2011-10-11,0
3970,7581181,103a,11470583,2012-03-15,1
3972,7529263,102b,12498248,2011-11-09,0
3973,6556817,103a,12420976,2012-04-10,0
3974,5940447,103a,12338976,2011-02-04,0
3975,5940447,103a,12338976,2011-05-27,1
3976,6661409,103a,12042296,2011-07-08,1
3977,6661409,103a,13122398,2012-11-23,0
3978,6094566,103a,12449394,2011-10-12,0
3979,7633389,103a,12475255,2011-09-06,0
3980,6901259,103a,12875779,2013-08-07,0
3981,6275500,103a,10480327,2011-10-14,0
3982,6275500,103a,10863650,2011-08-18,0
3983,6275500,103a,10480327,2011-06-15,1
3984,6275500,103a,10480327,2011-02-14,0
3985,6275500,103a,10480327,2012-03-14,1
3986,6999759,103a,11875925,2011-01-04,1
3988,7469149,103a,13244883,2011-12-05,0
3989,7469149,103a,12822970,2011-12-06,0
3990,5793795,119,13460677,2012-10-25,0
3991,8121552,103a,13216819,2012-04-19,1
3993,7499719,103a,12943327,2012-11-20,0
3994,6374092,103a,13246121,2013-02-28,0
3995,5974032,102e,10552646,2011-08-18,0
3996,6011959,103a,12493819,2011-10-04,0
3997,6011959,103a,12493819,2012-03-19,1
3998,7089577,102,11870642,2012-03-23,0
3999,6176401,103a,12726312,2012-08-02,0
4000,6176401,103,12726312,2012-08-02,0
4002,6176401,103a,12588212,2012-04-16,0
4003,6176401,103a,12726312,2013-01-15,1
4004,6176401,103,12726312,2013-01-15,1
4007,6529488,103a,12548502,2011-04-14,0
4008,6879584,103a,11562382,2012-04-25,0
4009,7058419,103a,11051354,2011-07-19,1
4010,7058419,102e,12133873,2011-05-10,0
4011,7058419,103a,12133873,2011-05-10,0
4015,6173181,103a,13145897,2014-01-10,0
4016,6411946,103a,11996870,2011-10-13,0
4017,6411946,103a,11996870,2012-06-25,0
4018,6411946,103a,11996870,2012-03-09,1
4019,7395097,102e,12088653,2012-01-17,0
4020,7395097,102e,12088653,2012-06-29,1
4021,7395097,103a,12041644,2014-01-30,0
4026,6493388,103a,10488345,2011-02-10,1
4030,6493388,103a,12911655,2011-05-13,0
4031,6493388,119,12911655,2012-01-23,1
4032,6493388,103a,12911655,2012-01-23,1
4033,6493388,102b,12688514,2012-04-17,0
4034,6493388,103a,12688514,2012-04-17,0
4036,6493388,103a,10488345,2013-03-15,0
4039,6657595,103a,12559687,2011-10-03,0
4040,6657595,103a,12820902,2012-03-30,0
4041,6657595,103a,12820902,2012-09-11,1
4042,6657595,103a,13035417,2013-02-11,0
4043,6643707,102e,11424230,2011-08-26,0
4044,7844265,103,12112388,2011-03-29,0
4045,7844265,103a,11786427,2011-09-06,0
4047,7298321,103a,12347857,2011-07-13,0
4048,7298321,103a,12814490,2012-09-20,0
4049,7359738,103a,12750556,2012-08-28,0
4050,7214999,102b,13206024,2012-12-20,0
4051,6754475,103a,11733605,2011-02-03,1
4052,6754475,103a,12679954,2012-01-12,0
4054,6754475,103a,12935204,2012-03-16,0
4057,7154468,103a,13316670,2012-08-10,1
4058,7154468,103,13316670,2012-08-10,1
4059,6122270,103a,11160314,2011-03-31,0
4060,6122270,102b,11333814,2011-07-21,0
4061,6122270,103a,11160314,2011-09-15,1
4063,7609676,103,12704794,2011-11-14,0
4064,7020165,103a,11720115,2011-02-07,0
4065,7020165,101,12651988,2012-09-13,0
4066,7844229,103a,11962139,2011-03-09,1
4068,5903558,103a,12748180,2012-07-06,1
4069,5903558,103a,12748180,2013-01-28,0
4070,6069896,103a,11871553,2011-02-07,0
4072,6069896,103a,11871553,2011-08-04,1
4073,6026086,103a,12049682,2011-09-16,0
4074,5724004,103a,12399017,2011-11-14,0
4075,5724004,103a,12399017,2012-03-02,1
4076,6167084,103a,11479077,2011-04-12,1
4077,6167084,101,12855777,2011-02-02,0
4078,6167084,103a,11479077,2012-08-13,1
4079,6167084,103a,11479077,2012-04-25,0
4080,6477160,103a,12850896,2013-04-01,1
4085,7634296,103a,11483652,2011-04-25,0
4086,7634296,103a,11537530,2011-01-10,0
4087,7634296,103a,11537530,2011-06-21,1
4088,7616610,103a,12796556,2013-04-23,1
4089,7395048,103a,11642731,2011-12-20,0
4094,6459892,102b,12160595,2011-10-24,0
4095,6459892,103a,12160595,2012-02-02,1
4096,5790607,103a,11305648,2012-08-15,0
4098,6832259,103a,10651076,2011-07-21,1
4102,6832259,103a,10651076,2011-02-14,0
4106,6832259,103a,12058933,2012-02-22,0
4107,6748195,103a,12146787,2011-05-11,0
4108,6748195,103a,12146787,2011-12-15,1
4109,6748195,102,12713780,2012-06-28,0
4110,6748195,103a,11993053,2012-06-13,1
4111,6252867,103a,09660093,2011-05-09,1
4112,6690892,103a,12087336,2011-06-23,0
4113,6690892,103a,13019571,2011-06-10,0
4114,6690892,103,13019571,2012-03-14,1
4115,7243072,103a,11673988,2011-04-08,1
4118,7607022,103a,12575053,2011-07-07,0
4119,7607022,103a,12447376,2011-10-07,0
4120,7607022,103a,11794750,2012-06-28,1
4122,7607022,103a,11794750,2013-07-19,0
4123,7062556,103a,12559918,2011-09-13,0
4124,7062556,103a,11317646,2011-01-26,0
4125,7062556,103a,12391724,2011-11-08,0
4126,7062556,102e,11174181,2011-02-17,0
4127,6052563,103a,11926394,2011-04-28,1
4128,6052563,103,11926394,2011-04-28,1
4129,6052563,103a,11955455,2011-12-16,1
4130,6052563,103a,10559959,2013-07-16,0
4131,7024162,102b,12030866,2011-01-06,0
4132,7024162,103a,12030866,2011-01-06,0
4134,7024162,102b,12030866,2011-06-24,1
4135,7024162,103a,12030866,2011-06-24,1
4137,7024162,103a,12499774,2012-05-08,0
4138,6128479,103a,12479568,2011-08-04,0
4139,6128479,103a,12400702,2011-07-21,0
4141,6128479,103a,12479568,2012-01-25,1
4142,6624742,103a,10990875,2011-03-30,1
4143,7451361,103a,12369504,2011-12-19,0
4144,6430405,103a,12183043,2012-06-07,0
4145,7215976,103a,11652563,2011-04-14,1
4147,7215976,102b,12365174,2011-03-23,0
4148,7215976,103a,11472205,2011-09-14,1
4149,7215976,103a,12492902,2012-02-28,0
4150,7215976,112,12821745,2012-07-10,0
4151,7215976,103a,13107546,2013-12-18,0
4154,7215976,103,13107546,2013-12-18,0
4155,7215976,103,13042917,2013-04-22,0
4156,7508842,102e,11853704,2011-02-04,0
4157,7508842,119,13336289,2012-05-02,0
4158,7508842,103a,12281759,2012-01-31,1
4160,7508842,103a,12281759,2014-01-07,0
4162,6054843,103a,13049402,2012-12-18,0
4163,7130610,103a,13424906,2013-04-09,0
4164,7130610,103a,13424906,2013-10-15,0
4165,7130610,103a,13237615,2013-03-14,0
4167,6144651,103a,11857333,2011-03-07,1
4168,6144651,103a,11857333,2011-09-21,0
4169,6337983,101,12651593,2012-04-02,0
4170,7756097,103a,13448788,2013-04-12,1
4171,7756097,103a,12898373,2013-04-11,1
4172,7756097,103a,13448788,2014-07-07,0
4173,7756097,103a,12898373,2014-07-07,0
4174,7260394,103a,12077817,2011-08-03,0
4175,7260394,103a,13110835,2012-11-07,0
4176,7626365,102b,13004037,2012-11-29,0
4177,6915530,103a,12133597,2011-01-13,0
4182,6915530,103a,12133597,2011-07-08,1
4187,6915530,103a,12133597,2012-11-09,1
4192,6915530,103a,12704833,2012-07-06,0
4193,6915530,103a,12133597,2012-06-08,0
4198,6915530,103a,12133597,2014-06-06,0
4203,6915530,103a,12133597,2014-10-14,1
4207,6021332,103a,12954460,2012-12-03,0
4208,5924044,102b,11582522,2011-02-17,0
4209,6160545,103a,12358643,2011-03-02,1
4210,6160545,103a,12072130,2011-01-20,0
4211,6160545,103a,12358643,2011-06-16,0
4212,6160545,103a,12358643,2011-11-09,1
4213,6160545,103a,12072130,2011-11-09,1
4214,5898696,103a,12748094,2012-06-22,0
4215,7561553,103a,11702525,2011-05-25,1
4216,7561553,103a,12090854,2011-12-19,0
4217,7561553,103a,12090854,2012-05-24,1
4218,6895238,103a,11276896,2011-12-02,0
4219,6895238,103a,11620148,2011-05-20,0
4220,6895238,103a,11620148,2011-10-12,1
4221,6895238,103a,11744568,2011-06-23,0
4222,6895238,103a,11276896,2012-06-06,1
4223,7970350,103a,12558960,2011-09-26,0
4224,7970350,102e,12723046,2012-04-26,0
4225,7970350,103a,13439788,2013-01-18,1
4226,6801642,102b,12189401,2011-06-28,0
4227,6801642,103a,12189401,2011-06-28,0
4228,6801642,102b,12055864,2011-04-11,0
4229,6801642,103a,12189401,2011-11-17,1
4232,6801642,103a,12055864,2011-09-23,1
4233,6801642,102,12194524,2012-03-07,0
4234,6801642,102a,12418884,2012-07-05,0
4235,7065206,103a,12165590,2012-06-12,1
4236,6782208,102,11940775,2011-03-04,1
4237,6782208,103a,11940775,2011-03-04,1
4238,6782208,103a,13246204,2012-08-29,1
4239,6782208,103a,13246204,2012-05-03,0
4240,6441786,103a,10781951,2011-04-01,0
4241,6441786,103a,10794918,2011-02-03,0
4242,6441786,103a,10794918,2011-07-21,0
4243,6441786,102b,13562507,2013-04-25,0
4244,6441786,103a,13562507,2013-04-25,0
4245,7233280,102b,12954586,2012-04-13,0
4246,7233280,103a,12954586,2012-04-13,0
4247,7233280,103a,12829310,2013-01-18,0
4248,6925438,103a,12850787,2012-08-03,0
4249,7834853,102,12814034,2011-04-04,0
4250,5987327,103a,11864950,2011-04-25,1
4252,5987327,103a,08991281,2011-07-18,0
4253,7564908,103a,12066347,2012-05-03,0
4254,6138010,103a,11620577,2011-07-07,0
4255,8285322,103a,13258141,2013-04-05,0
4256,7254405,103,11359154,2011-06-09,1
4257,7254405,103a,11359154,2011-06-09,1
4258,7254405,101,13572952,2012-10-04,1
4259,5930756,103a,12388350,2011-11-01,0
4260,5930756,103a,12388350,2012-03-22,1
4261,6151318,103a,11563641,2011-01-25,0
4262,6151318,103a,11563645,2011-07-08,0
4265,6151318,103a,11563645,2011-01-14,0
4268,7236858,103a,11249594,2011-02-03,0
4269,7590100,102e,12177656,2011-05-25,0
4270,7590100,103a,12151627,2011-09-06,0
4272,7590100,103a,12151627,2011-03-03,0
4274,7000173,103a,11661006,2011-01-07,1
4277,7069027,103a,11563480,2011-02-17,1
4279,7069027,103a,11563480,2011-06-23,0
4280,7069027,103a,10559959,2011-02-02,0
4281,7069027,103a,11563480,2012-05-25,1
4283,7069027,103a,11563480,2012-02-01,0
4285,7457588,103a,11544498,2011-04-12,1
